 0.02                     0.00
 0.04                     0.00
 0.06                     0.00
 0.08                     0.00
 1.00000000000023E-0001   1.71942976190621E+0000
 1.20000000000005E-0001   1.47125446428618E+0000
 1.40000000000100E-0001   1.19270875850270E+0000
 1.60000000000082E-0001   1.01178497023830E+0000
 1.80000000000064E-0001   1.03476620370384E+0000
 2.00000000000045E-0001   1.31437797619037E+0000
 2.20000000000027E-0001   1.83091774891727E+0000
 2.40000000000009E-0001   2.48926091269823E+0000
 2.60000000000218E-0001   3.13622023809512E+0000
 2.80000000000200E-0001   3.59548469387300E+0000
 3.00000000000182E-0001   3.71070039682309E+0000
 3.20000000000164E-0001   3.38785156250015E+0000
 3.40000000000146E-0001   2.62470938375191E+0000
 3.60000000000127E-0001   1.51816699735355E+0000
 3.80000000000109E-0001   2.46919799498755E-0001
 4.00000000000091E-0001  -9.67918452381127E-0001
 4.20000000000073E-0001  -1.91466978458084E+0000
 4.40000000000055E-0001  -2.44153409090723E+0000
 4.60000000000036E-0001  -2.49278079709984E+0000
 4.80000000000018E-0001  -2.12005456349289E+0000
 5.00000000000000E-0001  -1.46626666666816E+0000
 5.20000000000437E-0001  -7.26191849816132E-0001
 5.39999999999964E-0001  -9.50212191357878E-0002
 5.60000000000400E-0001   2.80802827380739E-0001
 5.79999999999927E-0001   3.37106629720893E-0001
 6.00000000000364E-0001   1.01132142857068E-0001
 6.19999999999891E-0001  -3.24943164362594E-0001
 6.40000000000327E-0001  -7.99946149552852E-0001
 6.59999999999854E-0001  -1.18748917748781E+0000
 6.80000000000291E-0001  -1.39438112744938E+0000
 6.99999999999818E-0001  -1.39273384353874E+0000
 7.20000000000255E-0001  -1.22049603174673E+0000
 7.39999999999782E-0001  -9.62121943372040E-0001
 7.60000000000218E-0001  -7.17002349623726E-0001
 7.79999999999745E-0001  -5.66519459707706E-0001
 8.00000000000182E-0001  -5.50217782738400E-0001
 8.19999999999709E-0001  -6.57726988965806E-0001
 8.40000000000146E-0001  -8.37520549886904E-0001
 8.59999999999673E-0001  -1.01809108527050E+0000
 8.80000000000109E-0001  -1.13335430194820E+0000
 8.99999999999636E-0001  -1.14368849206403E+0000
 9.20000000000073E-0001  -1.04605460662424E+0000
 9.39999999999600E-0001  -8.71196808510831E-0001
 9.60000000000036E-0001  -6.70296999007405E-0001
 9.79999999999563E-0001  -4.96865403304582E-0001
 1.00000000000000E+0000  -3.90544940476502E-0001
 1.02000000000044E+0000  -3.67982026143636E-0001
 1.04000000000087E+0000  -4.22706845237371E-0001
 1.05999999999949E+0000  -5.32431828391964E-0001
 1.07999999999993E+0000  -6.69641754850090E-0001
 1.10000000000036E+0000  -8.10766774891817E-0001
 1.12000000000080E+0000  -9.40608524659183E-0001
 1.13999999999942E+0000  -1.05127297410218E+0000
 1.15999999999985E+0000  -1.13762879720889E+0000
 1.18000000000029E+0000  -1.19270581113778E+0000
 1.20000000000073E+0000  -1.20640624999760E+0000
 1.21999999999935E+0000  -1.16886416861962E+0000
 1.23999999999978E+0000  -1.07726718509912E+0000
 1.26000000000022E+0000  -9.42619992440996E-0001
 1.28000000000065E+0000  -7.92373976933959E-0001
 1.29999999999927E+0000  -6.65986721612171E-0001
 1.31999999999971E+0000  -6.03495220057994E-0001
 1.34000000000015E+0000  -6.30469971570164E-0001
 1.36000000000058E+0000  -7.45109856441559E-0001
 1.37999999999920E+0000  -9.13448498965408E-0001
 1.39999999999964E+0000  -1.07634056122515E+0000
 1.42000000000007E+0000  -1.16760689134753E+0000
 1.44000000000051E+0000  -1.13815310846621E+0000
